LineId,Time,Time,Content,EventId,EventTemplate,ParameterList
47,"{""host"":""login01"",""ident"":""anacron"",""pid"":""28450"",""message"":""Normal","{""host"":""login01"",""ident"":""anacron"",""pid"":""28450"",""message"":""Normal","exit (0 jobs run)"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 02:01:01 +0100""}",bcd30937,"exit <*> <*> run)"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['(0 jobs', '02:01:01']"
48,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""28440"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""28440"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 02:01:01 +0100""}",54d6b46c,"finished <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 02:01:01']"
49,"{""host"":""login01"",""ident"":""CROND"",""pid"":""33580"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""33580"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:05:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['02:05:01']
50,"{""host"":""login01"",""ident"":""CROND"",""pid"":""39930"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""39930"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:10:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '02:10:01']"
51,"{""host"":""login01"",""ident"":""CROND"",""pid"":""46854"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""46854"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:15:01 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['02:15:01']
52,"{""host"":""login01"",""ident"":""CROND"",""pid"":""46861"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""46861"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:15:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '02:15:01']"
53,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15799"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""15799"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:20:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '02:20:01']"
54,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30675"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""30675"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:30:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '02:30:01']"
55,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30690"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""30690"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:30:01 +0100""}",025a764c,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['02:30:01']
56,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30691"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""30691"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:30:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '02:30:01']"
57,"{""host"":""login01"",""ident"":""CROND"",""pid"":""39666"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""39666"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:35:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['02:35:01']
58,"{""host"":""login01"",""ident"":""CROND"",""pid"":""46009"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""46009"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:40:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '02:40:01']"
59,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52741"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52741"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:45:01 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['02:45:01']
60,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52747"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52747"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:45:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '02:45:01']"
61,"{""host"":""login01"",""ident"":""CROND"",""pid"":""23333"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""23333"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 02:50:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '02:50:01']"
62,"{""host"":""login01"",""ident"":""CROND"",""pid"":""36661"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""36661"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:00:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '03:00:01']"
63,"{""host"":""login01"",""ident"":""CROND"",""pid"":""36672"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""36672"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:00:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '03:00:01']"
64,"{""host"":""login01"",""ident"":""CROND"",""pid"":""36673"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""36673"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:00:01 +0100""}",025a764c,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['03:00:01']
65,"{""host"":""login01"",""ident"":""CROND"",""pid"":""37974"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""37974"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",960e97e5,"CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['03:01:01']
66,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""37974"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""37974"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",1691bc66,"starting <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01']"
67,"{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Anacron","{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Anacron","started on 2024-03-27"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",79e38360,"started on 2024-03-27"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['03:01:01']
68,"{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Will","{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Will","run job `cron.daily' in 28 min."",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",50a7c8c9,"run job `cron.daily' in 28 min."",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",[]
69,"{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Jobs","{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Jobs","will be executed sequentially"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",3fedca0e,"will be executed sequentially"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",[]
70,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""37974"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""37974"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01 +0100""}",54d6b46c,"finished <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:01:01']"
71,"{""host"":""login01"",""ident"":""CROND"",""pid"":""41163"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""41163"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:05:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['03:05:01']
72,"{""host"":""login01"",""ident"":""CROND"",""pid"":""45221"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""45221"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:10:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '03:10:01']"
73,"{""host"":""login01"",""ident"":""CROND"",""pid"":""49333"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""49333"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:15:01 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['03:15:01']
74,"{""host"":""login01"",""ident"":""CROND"",""pid"":""49339"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""49339"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:15:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '03:15:01']"
75,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17219"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17219"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:20:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '03:20:01']"
76,"{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Job","{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Job","`cron.daily' started"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01 +0100""}",db13afee,"`cron.daily' <*> 03:29:01 +0100""}","['started"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27']"
77,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""25305"",""message"":""(/etc/cron.daily)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""25305"",""message"":""(/etc/cron.daily)","starting logrotate"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01 +0100""}",1691bc66,"starting <*> <*> +0100""}","['logrotate"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01']"
78,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""25305"",""message"":""(/etc/cron.daily)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""25305"",""message"":""(/etc/cron.daily)","finished logrotate"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01 +0100""}",54d6b46c,"finished <*> <*> +0100""}","['logrotate"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01']"
79,"{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Job","{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Job","`cron.daily' terminated"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01 +0100""}",db13afee,"`cron.daily' <*> 03:29:01 +0100""}","['terminated"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27']"
80,"{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Normal","{""host"":""login01"",""ident"":""anacron"",""pid"":""37983"",""message"":""Normal","exit (1 job run)"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 03:29:01 +0100""}",bcd30937,"exit <*> <*> run)"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['(1 job', '03:29:01']"
81,"{""host"":""login01"",""ident"":""CROND"",""pid"":""26051"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""26051"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 03:30:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '03:30:01']"
